Frecuencias de nombres
Nombres por nacionalidad
País: ESPAÑOLES


Nº,Nombre,Total,Por mil ‰
1,ANTONIO,651.054,31,704
2,MANUEL,571.248,27,817
3,JOSE,562.710,27,402
4,FRANCISCO,477.811,23,267
5,DAVID,361.907,17,623
6,JUAN,332.539,16,193
7,JAVIER,306.942,14,947
8,JOSE ANTONIO,303.740,14,791
9,DANIEL,291.551,14,197
10,FRANCISCO JAVIER,285.320,13,894
11,JOSE LUIS,284.682,13,863
12,CARLOS,276.374,13,458
13,JESUS,271.666,13,229
14,ALEJANDRO,260.804,12,700
15,MIGUEL,242.095,11,789
16,JOSE MANUEL,238.472,11,613
17,RAFAEL,229.600,11,181
18,MIGUEL ANGEL,223.542,10,886
19,PABLO,220.208,10,723
20,PEDRO,217.266,10,580
21,ANGEL,215.236,10,481
22,SERGIO,207.067,10,083
23,JOSE MARIA,202.507,9,861
24,FERNANDO,199.057,9,693
25,JORGE,192.457,9,372
26,LUIS,187.823,9,146
27,ALBERTO,177.791,8,658
28,ALVARO,161.829,7,880
29,JUAN CARLOS,154.963,7,546
30,DIEGO,152.369,7,420
31,ADRIAN,152.194,7,411
32,JUAN JOSE,150.515,7,329
33,RAUL,140.033,6,819
34,JUAN ANTONIO,131.982,6,427
35,IVAN,130.173,6,339
36,RUBEN,128.363,6,251
37,ENRIQUE,126.200,6,145
38,OSCAR,122.111,5,946
39,RAMON,118.139,5,753
40,VICENTE,114.300,5,566
41,ANDRES,113.340,5,519
42,JUAN MANUEL,111.333,5,421
43,JOAQUIN,108.682,5,292
44,SANTIAGO,107.408,5,230
45,EDUARDO,103.555,5,043
46,VICTOR,103.528,5,041
47,MARIO,103.314,5,031
48,JAIME,95.806,4,665
49,ROBERTO,95.321,4,642
50,FRANCISCO JOSE,95.019,4,627
51,MARCOS,93.426,4,549
52,IGNACIO,89.142,4,341
53,HUGO,85.425,4,160
54,JORDI,82.635,4,024
55,ALFONSO,82.407,4,013
56,RICARDO,78.761,3,835
57,SALVADOR,78.692,3,832
58,GUILLERMO,72.133,3,513
59,MARC,70.573,3,437
60,EMILIO,70.341,3,425
61,GABRIEL,67.856,3,304
62,GONZALO,67.261,3,275
63,JULIO,65.387,3,184
64,JULIAN,64.443,3,138
65,JOSE MIGUEL,63.955,3,114
66,MARTIN,62.449,3,041
67,TOMAS,62.200,3,029
68,AGUSTIN,60.527,2,947
69,JOSE RAMON,57.491,2,800
70,NICOLAS,56.772,2,765
71,JOAN,55.095,2,683
72,ISMAEL,54.239,2,641
73,SAMUEL,53.795,2,620
74,FELIX,53.681,2,614
75,AITOR,51.656,2,515
76,CRISTIAN,51.459,2,506
77,LUCAS,50.286,2,449
78,HECTOR,48.941,2,383
79,JUAN FRANCISCO,46.665,2,272
80,IKER,46.635,2,271
81,ALEX,44.551,2,169
82,JOSEP,44.540,2,169
83,JOSE CARLOS,44.116,2,148
84,MARIANO,43.030,2,095
85,CESAR,42.608,2,075
86,DOMINGO,42.404,2,065
87,ALFREDO,41.671,2,029
88,SEBASTIAN,40.579,1,976
89,JOSE ANGEL,40.473,1,971
90,FELIPE,39.064,1,902
91,JOSE IGNACIO,39.037,1,901
92,RODRIGO,38.270,1,864
93,VICTOR MANUEL,38.244,1,862
94,MATEO,36.920,1,798
95,LUIS MIGUEL,36.073,1,757
96,JOSE FRANCISCO,33.956,1,654
97,XAVIER,33.845,1,648
98,JUAN LUIS,33.819,1,647
99,ALBERT,33.230,1,618
100,GREGORIO,32.207,1,568
101,PAU,32.154,1,566
102,BORJA,30.242,1,473
103,AARON,30.145,1,468
104,ANTONIO JOSE,30.131,1,467
105,LORENZO,29.890,1,456
106,ESTEBAN,29.453,1,434
107,CRISTOBAL,29.444,1,434
108,ARTURO,29.184,1,421
109,IZAN,28.954,1,410
110,ERIC,28.267,1,376
111,JOSE JAVIER,27.431,1,336
112,ANTONIO JESUS,26.757,1,303
113,ISAAC,26.669,1,299
114,JUAN MIGUEL,26.594,1,295
115,JOEL,26.583,1,294
116,ASIER,26.506,1,291
117,EUGENIO,26.380,1,285
118,FRANCISCO MANUEL,26.067,1,269
119,JESUS MARIA,25.942,1,263
120,JAUME,25.429,1,238
121,DARIO,24.428,1,190
122,ABEL,24.348,1,186
123,UNAI,24.192,1,178
124,GERMAN,24.174,1,177
125,PEDRO JOSE,23.831,1,160
126,MIKEL,23.520,1,145
127,JOSE VICENTE,23.384,1,139
128,JONATHAN,23.143,1,127
129,SERGI,22.995,1,120
130,BRUNO,22.959,1,118
131,MOHAMED,22.871,1,114
132,MOISES,22.591,1,100
133,LEO,21.788,1,061
134,JUAN RAMON,21.726,1,058
135,IÑIGO,21.533,1,049
136,POL,21.382,1,041
137,JON,21.227,1,034
138,JUAN PEDRO,21.196,1,032
139,VALENTIN,21.084,1,027
140,GERARD,21.030,1,024
141,CHRISTIAN,21.024,1,024
142,ADOLFO,20.907,1,018
143,MANUEL JESUS,20.757,1,011
144,MARCO,20.227,0,985
145,ARNAU,20.097,0,979
146,MIQUEL,19.509,0,950
147,ORIOL,19.480,0,949
148,ISRAEL,19.384,0,944
149,ISIDRO,19.307,0,940
150,ERNESTO,19.057,0,928
151,BENITO,18.918,0,921
152,ANTONIO MANUEL,18.739,0,913
153,JONATAN,18.590,0,905
154,ELOY,18.517,0,902
155,BERNARDO,18.419,0,897
156,GERARDO,18.321,0,892
157,CARMELO,17.897,0,872
158,FRANCESC,17.605,0,857
159,JESUS MANUEL,17.231,0,839
160,PASCUAL,17.077,0,832
161,ADRIA,16.708,0,814
162,JOSE ALBERTO,16.639,0,810
163,JUAN JESUS,16.623,0,809
164,FEDERICO,16.575,0,807
165,ALONSO,16.367,0,797
166,OLIVER,16.325,0,795
167,SAUL,16.058,0,782
168,IÑAKI,15.872,0,773
169,ROGER,15.793,0,769
170,JOSEP MARIA,15.748,0,767
171,BARTOLOME,15.609,0,760
172,MARTI,15.526,0,756
173,CARLES,15.360,0,748
174,PERE,15.087,0,735
175,GUILLEM,15.001,0,730
176,ELIAS,14.948,0,728
177,ANDER,14.889,0,725
178,KEVIN,14.818,0,722
179,FERMIN,14.763,0,719
180,LLUIS,14.763,0,719
181,MATIAS,14.723,0,717
182,MARCELINO,14.666,0,714
183,ERIK,14.571,0,710
184,PEDRO ANTONIO,14.552,0,709
185,ANTONI,14.510,0,707
186,LUIS ALBERTO,14.437,0,703
187,BENJAMIN,14.374,0,700
188,JOSE ENRIQUE,14.227,0,693
189,ANGEL LUIS,14.109,0,687
190,ABRAHAM,13.661,0,665
191,AURELIO,13.612,0,663
192,JULEN,13.560,0,660
193,FRANCISCO JESUS,13.534,0,659
194,JUAN IGNACIO,13.495,0,657
195,ALEIX,13.416,0,653
196,OMAR,13.355,0,650
197,XABIER,13.299,0,648
198,JUAN PABLO,13.277,0,647
199,ENZO,13.083,0,637
200,MARCO ANTONIO,13.076,0,637
201,GORKA,13.074,0,637
202,FERRAN,12.870,0,627
203,JERONIMO,12.606,0,614
204,JACINTO,12.551,0,611
205,JOSE JUAN,12.459,0,607
206,MANUEL ANGEL,12.459,0,607
207,EUSEBIO,12.384,0,603
208,YERAY,12.207,0,594
209,VICTORIANO,12.001,0,584
210,GUSTAVO,11.912,0,580
211,DAMIAN,11.726,0,571
212,CARLOS JAVIER,11.719,0,571
213,LUIS MANUEL,11.638,0,567
214,ENRIC,11.636,0,567
215,ISIDORO,11.443,0,557
216,PEDRO LUIS,11.341,0,552
217,ADAM,11.202,0,545
218,JAN,11.143,0,543
219,BLAS,11.138,0,542
220,JUAN BAUTISTA,11.133,0,542
221,JOSE DAVID,11.077,0,539
222,CARLOS ALBERTO,10.965,0,534
223,LUIS FERNANDO,10.861,0,529
224,GINES,10.856,0,529
225,TEODORO,10.850,0,528
226,DIONISIO,10.811,0,526
227,JOSE JOAQUIN,10.787,0,525
228,ENEKO,10.746,0,523
229,SANTOS,10.734,0,523
230,ARMANDO,10.733,0,523
231,ALEXANDER,10.657,0,519
232,JUSTO,10.645,0,518
233,CANDIDO,10.637,0,518
234,JUAN MARIA,10.610,0,517
235,JAIRO,10.489,0,511
236,LEONARDO,10.479,0,510
237,FLORENCIO,10.423,0,508
238,ROMAN,10.232,0,498
239,BIEL,10.143,0,494
240,IAN,10.130,0,493
241,EDUARD,9.969,0,485
242,FRANCISCO ANTONIO,9.911,0,483
243,EMILIO JOSE,9.892,0,482
244,NIL,9.783,0,476
245,JESUS ANGEL,9.610,0,468
246,EDGAR,9.571,0,466
247,SERAFIN,9.571,0,466
248,JOSE ANDRES,9.516,0,463
249,EMILIANO,9.499,0,463
250,MAXIMO,9.367,0,456
251,LUIS MARIA,9.304,0,453
252,FAUSTINO,9.250,0,450
253,LUIS ANGEL,9.122,0,444
254,JACOBO,9.091,0,443
255,LUIS ANTONIO,8.963,0,436
256,FIDEL,8.908,0,434
257,SIMON,8.895,0,433
258,AMADOR,8.825,0,430
259,ALEXIS,8.744,0,426
260,YAGO,8.713,0,424
261,FRANCISCO MIGUEL,8.673,0,422
262,EZEQUIEL,8.671,0,422
263,GAEL,8.643,0,421
264,RAMIRO,8.586,0,418
265,ANDREU,8.560,0,417
266,DYLAN,8.498,0,414
267,PEDRO MANUEL,8.392,0,409
268,ROGELIO,8.329,0,406
269,IBAI,8.178,0,398
270,MANUEL ANTONIO,8.145,0,397
271,ALEXANDRE,8.070,0,393
272,JUAN DIOS,7.995,0,389
273,CLAUDIO,7.919,0,386
274,ILDEFONSO,7.895,0,384
275,JUAN VICENTE,7.862,0,383
276,JUAN DIEGO,7.827,0,381
277,IAGO,7.806,0,380
278,JOSE FERNANDO,7.802,0,380
279,ANTONIO JAVIER,7.801,0,380
280,ARITZ,7.761,0,378
281,JULIO CESAR,7.756,0,378
282,JOAQUIM,7.751,0,377
283,CAYETANO,7.721,0,376
284,MODESTO,7.713,0,376
285,MANUEL JOSE,7.686,0,374
286,JOSE DANIEL,7.680,0,374
287,ANTONIO MIGUEL,7.639,0,372
288,AIMAR,7.637,0,372
289,FLORENTINO,7.544,0,367
290,LUCIANO,7.517,0,366
291,ANTONIO LUIS,7.461,0,363
292,MAURO,7.435,0,362
293,JUAN ANDRES,7.419,0,361
294,LUIS JAVIER,7.397,0,360
295,JOSUE,7.378,0,359
296,PEDRO JESUS,7.263,0,354
297,PEDRO MARIA,7.215,0,351
298,PAULINO,7.197,0,350
299,MANEL,7.135,0,347
300,IGOR,7.119,0,347
301,CONSTANTINO,7.107,0,346
302,LEANDRO,7.081,0,345
303,THIAGO,7.029,0,342
304,ELADIO,7.023,0,342
305,AVELINO,6.961,0,339
306,FRANCESC XAVIER,6.960,0,339
307,CARLOS MANUEL,6.939,0,338
308,CELESTINO,6.939,0,338
309,NESTOR,6.913,0,337
310,MARKEL,6.863,0,334
311,ANGEL MANUEL,6.847,0,333
312,JUAN ANGEL,6.789,0,331
313,LUCA,6.785,0,330
314,FABIAN,6.766,0,329
315,SATURNINO,6.756,0,329
316,IMANOL,6.713,0,327
317,AHMED,6.704,0,326
318,LUIS CARLOS,6.641,0,323
319,OIER,6.609,0,322
320,RUFINO,6.509,0,317
321,RICARD,6.432,0,313
322,BRAIS,6.420,0,313
323,GASPAR,6.350,0,309
324,ANDONI,6.303,0,307
325,JORGE LUIS,6.251,0,304
326,JOSU,6.142,0,299
327,BERNAT,6.119,0,298
328,CLEMENTE,6.046,0,294
329,BASILIO,5.970,0,291
330,ALAN,5.965,0,290
331,DIDAC,5.939,0,289
332,RAIMUNDO,5.899,0,287
333,MOHAMMED,5.897,0,287
334,MARCELO,5.825,0,284
335,JOSEBA,5.794,0,282
336,ANGEL MARIA,5.783,0,282
337,JESUS ANTONIO,5.759,0,280
338,JUAN ALBERTO,5.744,0,280
339,FELICIANO,5.741,0,280
340,FERNANDO JOSE,5.688,0,277
341,HILARIO,5.686,0,277
342,NOEL,5.668,0,276
343,EVARISTO,5.571,0,271
344,MARCIAL,5.428,0,264
345,ANTONIO FRANCISCO,5.345,0,260
346,LAUREANO,5.331,0,260
347,ELISEO,5.329,0,259
348,PEDRO PABLO,5.300,0,258
349,ROBERTO CARLOS,5.272,0,257
350,FRANCISCO LUIS,5.237,0,255
351,NARCISO,5.233,0,255
352,ADAN,5.221,0,254
353,PATRICIO,5.189,0,253
354,BENIGNO,5.119,0,249
355,FABIO,5.110,0,249
356,CECILIO,5.083,0,248
357,PEDRO JAVIER,5.073,0,247
358,BERNARDINO,5.049,0,246
359,LEOPOLDO,4.993,0,243
360,SEGUNDO,4.971,0,242
361,LUIS ENRIQUE,4.945,0,241
362,PELAYO,4.911,0,239
363,AXEL,4.875,0,237
364,ROQUE,4.863,0,237
365,VALERIANO,4.811,0,234
366,FRANCISCO BORJA,4.732,0,230
367,CAMILO,4.714,0,230
368,CESAREO,4.687,0,228
369,DEMETRIO,4.663,0,227
370,ALAIN,4.628,0,225
371,MAX,4.627,0,225
372,MANUEL ALEJANDRO,4.619,0,225
373,FRANCISCO ASIS,4.609,0,224
374,YOUSSEF,4.591,0,224
375,MARCEL,4.582,0,223
376,CARLOS JOSE,4.541,0,221
377,JOSE FELIX,4.526,0,220
378,LLUC,4.512,0,220
379,ELOI,4.506,0,219
380,ANTON,4.482,0,218
381,ROBERT,4.476,0,218
382,JESUS MIGUEL,4.473,0,218
383,OCTAVIO,4.456,0,217
384,JOSE GABRIEL,4.449,0,217
385,BERNABE,4.393,0,214
386,CIPRIANO,4.373,0,213
387,BIENVENIDO,4.353,0,212
388,ANASTASIO,4.344,0,212
389,JOSE PEDRO,4.341,0,211
390,MAURICIO,4.325,0,211
391,MANUEL FRANCISCO,4.322,0,210
392,BALTASAR,4.308,0,210
393,BRIAN,4.292,0,209
394,LUIS FRANCISCO,4.290,0,209
395,BEÑAT,4.281,0,208
396,NOAH,4.277,0,208
397,IGNASI,4.264,0,208
398,PEDRO MIGUEL,4.262,0,208
399,ANSELMO,4.249,0,207
400,LAZARO,4.245,0,207
401,RODOLFO,4.182,0,204
402,AMADEO,4.167,0,203
403,JOSE RAFAEL,4.154,0,202
404,LUCIO,4.123,0,201
405,JUAN DAVID,4.106,0,200
406,PLACIDO,4.106,0,200
407,JESUS JAVIER,4.104,0,200
408,JUAN ENRIQUE,4.094,0,199
409,TEO,4.076,0,198
410,JOSE DOMINGO,4.070,0,198
411,ALBERTO JOSE,4.054,0,197
412,RAYAN,4.042,0,197
413,JORGE JUAN,4.029,0,196
414,EULOGIO,4.020,0,196
415,PABLO JOSE,4.013,0,195
416,FULGENCIO,4.008,0,195
417,VICENT,3.969,0,193
418,CASIMIRO,3.946,0,192
419,CELSO,3.945,0,192
420,IBON,3.926,0,191
421,UNAX,3.883,0,189
422,VICENTE JOSE,3.878,0,189
423,TEOFILO,3.866,0,188
424,ANIBAL,3.865,0,188
425,NOE,3.863,0,188
426,VICTOR JOSE,3.863,0,188
427,BALDOMERO,3.856,0,188
428,IBAN,3.832,0,187
429,LIAM,3.821,0,186
430,HERMINIO,3.769,0,184
431,KILIAN,3.764,0,183
432,MAXIMINO,3.756,0,183
433,JOSE PABLO,3.714,0,181
434,JOSE ALEJANDRO,3.700,0,180
435,GAIZKA,3.645,0,177
436,ADAY,3.641,0,177
437,NORBERTO,3.597,0,175
438,JUAN GABRIEL,3.588,0,175
439,SAID,3.576,0,174
440,JUAN FERNANDO,3.561,0,173
441,JOSE TOMAS,3.560,0,173
442,LUIS ALFONSO,3.553,0,173
443,AQUILINO,3.549,0,173
444,MARCOS ANTONIO,3.521,0,171
445,ALI,3.511,0,171
446,VIDAL,3.511,0,171
447,ANTONIO MARIA,3.508,0,171
448,GUMERSINDO,3.470,0,169
449,ALEJANDRO JOSE,3.443,0,168
450,MARINO,3.431,0,167
451,ANTONIO DAVID,3.430,0,167
452,JOSE JESUS,3.408,0,166
453,BONIFACIO,3.380,0,165
454,MELCHOR,3.379,0,165
455,EDUARDO JOSE,3.374,0,164
456,JOSE ALFONSO,3.357,0,163
457,VICTORINO,3.357,0,163
458,JOSE EMILIO,3.337,0,162
459,PEDRO ANGEL,3.336,0,162
460,ROC,3.324,0,162
461,HIPOLITO,3.306,0,161
462,NACHO,3.306,0,161
463,CARLOS ENRIQUE,3.303,0,161
464,ANXO,3.292,0,160
465,ORLANDO,3.291,0,160
466,ROSENDO,3.285,0,160
467,YOEL,3.274,0,159
468,FRANCISCO RAMON,3.246,0,158
469,ARSENIO,3.236,0,158
470,ENRIQUE JOSE,3.235,0,158
471,ANGEL JOSE,3.217,0,157
472,ISAIAS,3.217,0,157
473,EDER,3.205,0,156
474,HIGINIO,3.185,0,155
475,ELEUTERIO,3.184,0,155
476,ALEJO,3.176,0,155
477,CARLOS ANTONIO,3.165,0,154
478,VIRGILIO,3.156,0,154
479,BELTRAN,3.155,0,154
480,PEDRO JUAN,3.127,0,152
481,LANDER,3.122,0,152
482,MIGUEL ANTONIO,3.108,0,151
483,DENIS,3.104,0,151
484,GUSTAVO ADOLFO,3.071,0,150
485,JESUS ALBERTO,3.059,0,149
486,ARKAITZ,3.057,0,149
487,JOSE EDUARDO,3.040,0,148
488,JOSE JULIAN,3.038,0,148
489,ENDIKA,3.037,0,148
490,DIEGO JOSE,3.008,0,146
491,URBANO,3.006,0,146
492,JON ANDER,3.005,0,146
493,MAXIMILIANO,2.991,0,146
494,JOSE RAUL,2.980,0,145
495,ABELARDO,2.974,0,145
496,JOSE BENITO,2.974,0,145
497,JUAN RAFAEL,2.969,0,145
498,URKO,2.958,0,144
499,CEFERINO,2.948,0,144
500,SEVERINO,2.945,0,143
501,MANUEL MARIA,2.942,0,143
502,JOSE AGUSTIN,2.931,0,143
503,VENANCIO,2.927,0,143
504,GENIS,2.923,0,142
505,RACHID,2.914,0,142
506,ION,2.884,0,140
507,XAVI,2.868,0,140
508,CARLOS JESUS,2.854,0,139
509,AUGUSTO,2.853,0,139
510,FERNANDO JAVIER,2.852,0,139
511,ANGEL ANTONIO,2.832,0,138
512,BILAL,2.828,0,138
513,YERAI,2.826,0,138
514,BRYAN,2.816,0,137
515,JOSE RICARDO,2.763,0,135
516,INOCENCIO,2.753,0,134
517,LUIS JOSE,2.737,0,133
518,JORGE MANUEL,2.733,0,133
519,ANAS,2.711,0,132
520,TONI,2.709,0,132
521,LUIS EDUARDO,2.706,0,132
522,EFREN,2.694,0,131
523,CONRADO,2.690,0,131
524,PRIMITIVO,2.677,0,130
525,EKAITZ,2.673,0,130
526,BRAULIO,2.653,0,129
527,JORGE ANTONIO,2.653,0,129
528,OIHAN,2.633,0,128
529,JACOB,2.617,0,127
530,ERICK,2.615,0,127
531,JOSE JULIO,2.612,0,127
532,ANTONIO ANGEL,2.610,0,127
533,GENARO,2.609,0,127
534,BAUTISTA,2.593,0,126
535,ROI,2.588,0,126
536,HASSAN,2.585,0,126
537,TELMO,2.575,0,125
538,AGUSTI,2.573,0,125
539,JUAN CRUZ,2.567,0,125
540,IBRAHIM,2.565,0,125
541,PRUDENCIO,2.565,0,125
542,NEMESIO,2.562,0,125
543,LUIS FELIPE,2.552,0,124
544,DELFIN,2.547,0,124
545,KARIM,2.546,0,124
546,LLORENÇ,2.533,0,123
547,PABLO ANTONIO,2.526,0,123
548,ESTEVE,2.516,0,123
549,JULIO ALBERTO,2.516,0,123
550,LEON,2.494,0,121
551,INDALECIO,2.489,0,121
552,AGAPITO,2.488,0,121
553,LUIS MARIANO,2.484,0,121
554,PEDRO FRANCISCO,2.482,0,121
555,MICHAEL,2.470,0,120
556,ANTONIO RAMON,2.468,0,120
557,QUIM,2.461,0,120
558,FRANCISCO DAVID,2.451,0,119
559,FRANCISCO PAULA,2.450,0,119
560,LEONCIO,2.441,0,119
561,ANGEL JESUS,2.440,0,119
562,AYOUB,2.440,0,119
563,SECUNDINO,2.429,0,118
564,JUAN ALFONSO,2.428,0,118
565,NEIZAN,2.403,0,117
566,CARLOS MIGUEL,2.394,0,117
567,ARAN,2.384,0,116
568,HERNAN,2.369,0,115
569,ULISES,2.361,0,115
570,VICENTE JAVIER,2.358,0,115
571,OVIDIO,2.349,0,114
572,FAUSTO,2.345,0,114
573,MUSTAPHA,2.340,0,114
574,PAUL,2.329,0,113
575,GABINO,2.324,0,113
576,JULIO JOSE,2.323,0,113
577,HUMBERTO,2.313,0,113
578,DANEL,2.298,0,112
579,AMBROSIO,2.286,0,111
580,LUIS IGNACIO,2.284,0,111
581,VICENÇ,2.269,0,110
582,JONAS,2.261,0,110
583,ANICETO,2.254,0,110
584,ANGEL FRANCISCO,2.249,0,110
585,JESUS DAVID,2.247,0,109
586,SILVESTRE,2.245,0,109
587,JOSE GREGORIO,2.214,0,108
588,AYMAN,2.209,0,108
589,NICANOR,2.200,0,107
590,JUAN DANIEL,2.185,0,106
591,RAFAEL ANTONIO,2.184,0,106
592,CARLOS LUIS,2.181,0,106
593,LINO,2.180,0,106
594,JONAY,2.174,0,106
595,JUAN SALVADOR,2.171,0,106
596,JOSE MARTIN,2.170,0,106
597,JUAN SEBASTIAN,2.169,0,106
598,DIEGO JESUS,2.167,0,106
599,HELIODORO,2.159,0,105
600,RAFAEL JESUS,2.153,0,105
601,DESIDERIO,2.151,0,105
602,CARLOS ANDRES,2.149,0,105
603,RAFAEL ANGEL,2.148,0,105
604,HAMZA,2.146,0,105
605,SIXTO,2.143,0,104
606,IGNACIO JAVIER,2.139,0,104
607,SABINO,2.134,0,104
608,ERNEST,2.126,0,104
609,VICENTE MANUEL,2.125,0,103
610,HODEI,2.119,0,103
611,SEVERIANO,2.117,0,103
612,MIGUEL JOSE,2.114,0,103
613,ESTANISLAO,2.112,0,103
614,JOKIN,2.106,0,103
615,DEREK,2.097,0,102
616,LUKA,2.091,0,102
617,HORACIO,2.084,0,101
618,JESUS FRANCISCO,2.082,0,101
619,DAMASO,2.078,0,101
620,HERMENEGILDO,2.078,0,101
621,EGOITZ,2.072,0,101
622,VENTURA,2.066,0,101
623,MANUEL LUIS,2.024,0,099
624,ANTOLIN,2.022,0,098
625,FRANCISCO GABRIEL,2.020,0,098
626,JOSEP LLUIS,2.018,0,098
627,OSCAR LUIS,2.015,0,098
628,HONORIO,2.013,0,098
629,JUAN JAVIER,2.010,0,098
630,ABRAHAN,2.008,0,098
631,AIRAM,2.005,0,098
632,SEBASTIA,2.000,0,097
633,JOSE ALFREDO,1.992,0,097
634,IGNACIO JOSE,1.976,0,096
635,OSCAR MANUEL,1.973,0,096
636,YASSIN,1.972,0,096
637,MANUEL RAMON,1.958,0,095
638,ETHAN,1.953,0,095
639,JOSE PASCUAL,1.953,0,095
640,XOEL,1.951,0,095
641,LUIS JESUS,1.950,0,095
642,RAFAEL JOSE,1.949,0,095
643,ADRIANO,1.943,0,095
644,JOSE SALVADOR,1.940,0,094
645,WENCESLAO,1.935,0,094
646,CARLOS MARIA,1.933,0,094
647,BENEDICTO,1.930,0,094
648,CELEDONIO,1.922,0,094
649,FERNANDO MANUEL,1.921,0,094
650,VICTOR JAVIER,1.913,0,093
651,MANUEL ENRIQUE,1.911,0,093
652,NARCIS,1.910,0,093
653,ANTONIO JUAN,1.907,0,093
654,VICTOR HUGO,1.898,0,092
655,NICO,1.888,0,092
656,EUSTAQUIO,1.887,0,092
657,ANGEL DAVID,1.886,0,092
658,JULIO ANTONIO,1.872,0,091
659,RUBEN DARIO,1.872,0,091
660,SILVERIO,1.872,0,091
661,NABIL,1.867,0,091
662,RICARDO JOSE,1.865,0,091
663,SERVANDO,1.865,0,091
664,CESAR AUGUSTO,1.860,0,091
665,PABLO JESUS,1.860,0,091
666,ANGEL MIGUEL,1.853,0,090
667,EKAIN,1.852,0,090
668,ALBINO,1.844,0,090
669,ALFONSO JOSE,1.840,0,090
670,OLEGARIO,1.835,0,089
671,ARCADIO,1.831,0,089
672,CARLOS FRANCISCO,1.818,0,089
673,PABLO MANUEL,1.814,0,088
674,ALEJANDRO MANUEL,1.812,0,088
675,ANER,1.811,0,088
676,ABDELKADER,1.799,0,088
677,NICASIO,1.799,0,088
678,DANIEL JESUS,1.793,0,087
679,ANIOL,1.788,0,087
680,FRANCISCO VICENTE,1.785,0,087
681,AMIR,1.780,0,087
682,FERNANDO JESUS,1.776,0,086
683,DIMAS,1.774,0,086
684,ARGIMIRO,1.772,0,086
685,PEPE,1.770,0,086
686,ANTONIO CARLOS,1.767,0,086
687,TRISTAN,1.766,0,086
688,DIEGO MANUEL,1.765,0,086
689,GUZMAN,1.763,0,086
690,ALVARO JOSE,1.759,0,086
691,AMADO,1.758,0,086
692,BLAI,1.758,0,086
693,ANTONIO VICENTE,1.756,0,086
694,ABDELLAH,1.738,0,085
695,ENRIQUE MANUEL,1.737,0,085
696,JESUS RAMON,1.736,0,085
697,ARES,1.733,0,084
698,JESUS JOSE,1.729,0,084
699,EPIFANIO,1.717,0,084
700,MANUEL VICENTE,1.702,0,083
701,JOSE ROBERTO,1.697,0,083
702,JUAN DOMINGO,1.697,0,083
703,JESUS IGNACIO,1.696,0,083
704,AMANCIO,1.694,0,082
705,KHALID,1.690,0,082
706,GIL,1.689,0,082
707,ZACARIAS,1.675,0,082
708,JORGE ALBERTO,1.673,0,081
709,BALBINO,1.671,0,081
710,ANGEL JAVIER,1.670,0,081
711,SAMIR,1.669,0,081
712,CARLOS DAVID,1.664,0,081
713,NELSON,1.663,0,081
714,KOLDO,1.661,0,081
715,FRANCISCO RAFAEL,1.658,0,081
716,JUSTINO,1.658,0,081
717,RENE,1.652,0,080
718,RICHARD,1.647,0,080
719,BARTOMEU,1.644,0,080
720,FRANCISCO JUAN,1.643,0,080
721,GILBERTO,1.638,0,080
722,JESUS CARLOS,1.632,0,079
723,JOSE SANTIAGO,1.630,0,079
724,MATEU,1.628,0,079
725,URIEL,1.628,0,079
726,SANTIAGO JOSE,1.625,0,079
727,ABILIO,1.624,0,079
728,ZAKARIA,1.623,0,079
729,MIQUEL ANGEL,1.622,0,079
730,CARLOS DANIEL,1.610,0,078
731,LUIS DAVID,1.610,0,078
732,REMIGIO,1.609,0,078
733,ROMEO,1.607,0,078
734,VICTORIO,1.604,0,078
735,ANTONIO RAFAEL,1.599,0,078
736,MARÇAL,1.597,0,078
737,ANDRES JESUS,1.596,0,078
738,FRANCISCO DANIEL,1.594,0,078
739,DANIEL ALEJANDRO,1.592,0,078
740,BUENAVENTURA,1.586,0,077
741,ENOL,1.584,0,077
742,LUIS RAMON,1.583,0,077
743,EMMANUEL,1.579,0,077
744,CARLOS EDUARDO,1.574,0,077
745,ARTUR,1.562,0,076
746,ARON,1.561,0,076
747,JOSE IVAN,1.560,0,076
748,BRAYAN,1.556,0,076
749,JOSE EUGENIO,1.552,0,076
750,ANDRES FELIPE,1.551,0,076
751,CRESCENCIO,1.550,0,075
752,ALFONSO CARLOS,1.547,0,075
753,DONATO,1.547,0,075
754,AMETS,1.544,0,075
755,ALBERTO MANUEL,1.542,0,075
756,JOAN CARLES,1.541,0,075
757,AURELIANO,1.540,0,075
758,COSME,1.532,0,075
759,ENRIQUE JAVIER,1.525,0,074
760,JOSE JORGE,1.524,0,074
761,JUAN MARCOS,1.523,0,074
762,RAFEL,1.517,0,074
763,JUAN AGUSTIN,1.514,0,074
764,ROMUALDO,1.513,0,074
765,BRAHIM,1.511,0,074
766,FERNANDO LUIS,1.511,0,074
767,FRANCISCO ANGEL,1.510,0,074
768,AMIN,1.506,0,073
769,PERFECTO,1.505,0,073
770,LUIS ALEJANDRO,1.498,0,073
771,ABDELAZIZ,1.497,0,073
772,HICHAM,1.497,0,073
773,KEPA,1.492,0,073
774,JORGE ENRIQUE,1.487,0,072
775,JOAN JOSEP,1.484,0,072
776,MIGUEL JESUS,1.483,0,072
777,MIGUEL MARIA,1.483,0,072
778,LUIS VICENTE,1.479,0,072
779,ARIEL,1.476,0,072
780,JESUS LUIS,1.472,0,072
