Frecuencias de nombres
Nombres por nacionalidad
País: ESPAÑOLES


Nº,Nombre,Total,Por mil ‰
1,MARIA CARMEN,645.381,30,044
2,MARIA,572.509,26,652
3,CARMEN,373.494,17,387
4,ANA MARIA,263.043,12,245
5,JOSEFA,262.303,12,211
6,MARIA PILAR,259.423,12,077
7,ISABEL,257.348,11,980
8,MARIA DOLORES,254.432,11,845
9,LAURA,253.956,11,822
10,MARIA TERESA,246.273,11,465
11,ANA,242.381,11,284
12,MARTA,225.069,10,478
13,CRISTINA,223.146,10,388
14,MARIA ANGELES,222.091,10,339
15,LUCIA,206.148,9,597
16,FRANCISCA,203.856,9,490
17,MARIA ISABEL,201.483,9,380
18,MARIA JOSE,200.294,9,324
19,ANTONIA,197.631,9,200
20,DOLORES,186.759,8,694
21,PAULA,170.220,7,924
22,SARA,164.423,7,654
23,MARIA LUISA,155.231,7,226
24,RAQUEL,146.987,6,843
25,ELENA,146.622,6,826
26,ROSA MARIA,145.558,6,776
27,PILAR,141.189,6,573
28,CONCEPCION,140.107,6,522
29,MANUELA,139.305,6,485
30,MARIA JESUS,136.092,6,335
31,MERCEDES,133.007,6,192
32,JULIA,123.948,5,770
33,BEATRIZ,121.899,5,675
34,NURIA,120.329,5,602
35,ALBA,118.850,5,533
36,SILVIA,117.442,5,467
37,IRENE,116.162,5,408
38,ROSARIO,115.993,5,400
39,JUANA,114.418,5,326
40,TERESA,112.651,5,244
41,ENCARNACION,111.788,5,204
42,PATRICIA,109.338,5,090
43,MONTSERRAT,108.372,5,045
44,ROCIO,107.521,5,005
45,ANDREA,105.541,4,913
46,MONICA,100.443,4,676
47,ALICIA,99.305,4,623
48,MARIA MAR,99.205,4,618
49,ROSA,97.748,4,550
50,SONIA,96.219,4,479
51,SANDRA,95.300,4,436
52,SUSANA,94.498,4,399
53,ANGELA,94.104,4,381
54,MARINA,94.055,4,379
55,YOLANDA,90.994,4,236
56,NATALIA,87.520,4,074
57,MARGARITA,85.852,3,997
58,MARIA JOSEFA,85.520,3,981
59,CLAUDIA,80.041,3,726
60,EVA,79.197,3,687
61,INMACULADA,77.992,3,631
62,CARLA,77.887,3,626
63,MARIA ROSARIO,77.597,3,612
64,SOFIA,76.612,3,567
65,MARIA MERCEDES,76.147,3,545
66,ANA ISABEL,75.659,3,522
67,ESTHER,73.503,3,422
68,NOELIA,73.476,3,421
69,VERONICA,68.762,3,201
70,NEREA,66.784,3,109
71,ANGELES,64.942,3,023
72,CAROLINA,63.644,2,963
73,EVA MARIA,62.595,2,914
74,MARIA VICTORIA,62.055,2,889
75,INES,61.696,2,872
76,MIRIAM,61.503,2,863
77,MARIA ROSA,60.916,2,836
78,LORENA,60.738,2,828
79,ANA BELEN,60.362,2,810
80,MARIA CONCEPCION,59.037,2,748
81,MARIA ELENA,58.009,2,700
82,AMPARO,57.542,2,679
83,DANIELA,56.412,2,626
84,VICTORIA,56.206,2,617
85,MARTINA,54.961,2,559
86,MARIA ANTONIA,54.757,2,549
87,ALEJANDRA,52.408,2,440
88,CELIA,52.222,2,431
89,CATALINA,51.692,2,406
90,LIDIA,51.681,2,406
91,MARIA NIEVES,51.592,2,402
92,CONSUELO,49.783,2,318
93,AINHOA,49.359,2,298
94,CLARA,46.767,2,177
95,GLORIA,46.655,2,172
96,MARIA SOLEDAD,46.147,2,148
97,EMILIA,44.804,2,086
98,MARIA CRISTINA,44.616,2,077
99,LUISA,44.587,2,076
100,AURORA,44.583,2,075
101,OLGA,44.057,2,051
102,VANESA,43.855,2,042
103,ESPERANZA,43.441,2,022
104,VIRGINIA,42.960,2,000
105,MILAGROS,42.394,1,974
106,MARIA LUZ,41.928,1,952
107,BLANCA,41.321,1,924
108,JOSEFINA,41.134,1,915
109,ADRIANA,40.370,1,879
110,LOURDES,40.263,1,874
111,PURIFICACION,39.310,1,830
112,ANNA,38.490,1,792
113,MARIA BELEN,38.235,1,780
114,ISABEL MARIA,38.037,1,771
115,BEGOÑA,37.795,1,759
116,ESTEFANIA,37.483,1,745
117,MARIA BEGOÑA,36.257,1,688
118,EMMA,36.239,1,687
119,GEMA,36.095,1,680
120,LAIA,36.022,1,677
121,VALERIA,35.103,1,634
122,ELISA,34.869,1,623
123,MARIA ASUNCION,34.862,1,623
124,BELEN,34.070,1,586
125,MARIA PAZ,33.556,1,562
126,MARIA LOURDES,33.412,1,555
127,ARACELI,33.196,1,545
128,MARIA ESTHER,33.165,1,544
129,NOA,33.098,1,541
130,MAGDALENA,32.396,1,508
131,TAMARA,31.807,1,481
132,MATILDE,31.592,1,471
133,ASUNCION,31.455,1,464
134,REMEDIOS,31.423,1,463
135,ARIADNA,31.138,1,450
136,PALOMA,30.852,1,436
137,GEMMA,30.794,1,434
138,MIREIA,30.790,1,433
139,REBECA,30.669,1,428
140,VICENTA,30.637,1,426
141,ALMUDENA,30.457,1,418
142,SOLEDAD,30.341,1,412
143,ELVIRA,30.173,1,405
144,AITANA,30.152,1,404
145,TRINIDAD,30.078,1,400
146,MARIA INMACULADA,29.993,1,396
147,NATIVIDAD,29.365,1,367
148,CARLOTA,29.176,1,358
149,VANESSA,28.992,1,350
150,MARIA CRUZ,28.934,1,347
151,NOEMI,28.912,1,346
152,FATIMA,28.563,1,330
153,ASCENSION,27.665,1,288
154,MARIA AMPARO,27.650,1,287
155,TANIA,27.251,1,269
156,LEIRE,27.074,1,260
157,NIEVES,26.134,1,217
158,MARIA EUGENIA,25.840,1,203
159,RAFAELA,25.759,1,199
160,ADELA,25.264,1,176
161,AINARA,25.202,1,173
162,FELISA,25.143,1,170
163,MARIA ROCIO,24.831,1,156
164,LARA,24.796,1,154
165,JESSICA,24.595,1,145
166,JUANA MARIA,24.442,1,138
167,VALENTINA,24.407,1,136
168,CARMEN MARIA,24.254,1,129
169,AMELIA,23.729,1,105
170,DIANA,23.669,1,102
171,AMALIA,23.642,1,101
172,CANDELA,22.715,1,057
173,ELISABET,21.972,1,023
174,LEONOR,21.449,0,999
175,AROA,21.122,0,983
176,LETICIA,21.084,0,982
177,JOAQUINA,20.530,0,956
178,ESTER,20.339,0,947
179,JUDITH,20.278,0,944
180,RAMONA,20.217,0,941
181,GUADALUPE,20.075,0,935
182,BERTA,19.714,0,918
183,SHEILA,19.364,0,901
184,BARBARA,19.363,0,901
185,JUDIT,19.332,0,900
186,LOLA,19.274,0,897
187,MARIA ENCARNACION,19.084,0,888
188,CECILIA,18.958,0,883
189,ESTRELLA,18.577,0,865
190,MARIA MAGDALENA,18.574,0,865
191,JIMENA,18.535,0,863
192,ROSALIA,18.326,0,853
193,HELENA,18.309,0,852
194,JENNIFER,18.255,0,850
195,MARIA FRANCISCA,17.911,0,834
196,AGUSTINA,17.732,0,825
197,NORA,17.683,0,823
198,PETRA,17.671,0,823
199,JULIANA,17.633,0,821
200,MARIA MONTSERRAT,17.569,0,818
201,SORAYA,17.355,0,808
202,MARIA YOLANDA,17.168,0,799
203,RUTH,17.117,0,797
204,ADORACION,17.074,0,795
205,ELSA,16.939,0,789
206,MARIA GLORIA,16.514,0,769
207,NAIARA,16.478,0,767
208,MARIA MILAGROS,16.341,0,761
209,MARIA CONSUELO,16.192,0,754
210,GABRIELA,15.999,0,745
211,OLIVIA,15.794,0,735
212,MAR,15.667,0,729
213,AINA,15.607,0,727
214,ALEXANDRA,15.558,0,724
215,LEYRE,15.397,0,717
216,ERIKA,15.285,0,712
217,PAOLA,14.887,0,693
218,AIDA,14.772,0,688
219,MACARENA,14.535,0,677
220,AFRICA,14.501,0,675
221,ESTELA,14.308,0,666
222,YAIZA,14.190,0,661
223,AMAIA,14.098,0,656
224,MARIA REMEDIOS,14.058,0,654
225,MARIA REYES,13.944,0,649
226,EULALIA,13.632,0,635
227,SARAY,13.392,0,623
228,MARIA ARANZAZU,13.308,0,620
229,ELISABETH,13.304,0,619
230,ALMA,13.026,0,606
231,HERMINIA,13.017,0,606
232,IRIA,12.908,0,601
233,EUGENIA,12.905,0,601
234,VEGA,12.876,0,599
235,ITZIAR,12.745,0,593
236,MARIA TRINIDAD,12.709,0,592
237,ABRIL,12.621,0,588
238,ARANZAZU,12.591,0,586
239,ENRIQUETA,12.450,0,580
240,MARIANA,12.450,0,580
241,MARIA ESPERANZA,12.384,0,577
242,VERA,12.322,0,574
243,AMANDA,12.305,0,573
244,JOANA,12.265,0,571
245,NADIA,12.215,0,569
246,IRIS,12.155,0,566
247,ANE,11.932,0,555
248,MAITE,11.893,0,554
249,PIEDAD,11.772,0,548
250,MIRIAN,11.231,0,523
251,GREGORIA,11.032,0,514
252,ANA ROSA,10.766,0,501
253,MERITXELL,10.707,0,498
254,DESIREE,10.591,0,493
255,NEUS,10.449,0,486
256,ANTONIA MARIA,10.405,0,484
257,MARIA SOL,10.276,0,478
258,CANDIDA,10.260,0,478
259,MERCE,10.137,0,472
260,SAGRARIO,9.874,0,460
261,MARIA JULIA,9.820,0,457
262,CARIDAD,9.782,0,455
263,AMAYA,9.769,0,455
264,ALBA MARIA,9.764,0,455
265,FLORENTINA,9.711,0,452
266,LYDIA,9.689,0,451
267,ELIA,9.682,0,451
268,TATIANA,9.626,0,448
269,ROSER,9.533,0,444
270,AURELIA,9.503,0,442
271,MARIA INES,9.476,0,441
272,NAYARA,9.353,0,435
273,ESMERALDA,9.328,0,434
274,AGUEDA,9.321,0,434
275,MARIA ASCENSION,9.313,0,434
276,IRATI,9.215,0,429
277,MARIA CANDELARIA,9.200,0,428
278,MARIA GRACIA,9.183,0,427
279,MARIA MANUELA,9.171,0,427
280,RITA,9.166,0,427
281,CONSOLACION,9.019,0,420
282,TRIANA,8.879,0,413
283,VIOLETA,8.818,0,411
284,GISELA,8.741,0,407
285,MARIA DOLORS,8.723,0,406
286,MARIA PURIFICACION,8.704,0,405
287,LUNA,8.667,0,403
288,ANA CRISTINA,8.592,0,400
289,ALEXIA,8.540,0,398
290,FELICIDAD,8.533,0,397
291,MARIA FERNANDA,8.490,0,395
292,CARME,8.480,0,395
293,ADELINA,8.381,0,390
294,JANA,8.368,0,390
295,MARIA SAGRARIO,8.354,0,389
296,MARIA CARME,8.352,0,389
297,NAZARET,8.326,0,388
298,ZAIRA,8.318,0,387
299,TOMASA,8.281,0,386
300,CHLOE,8.235,0,383
301,ELOISA,8.223,0,383
302,HORTENSIA,8.171,0,380
303,CANDELARIA,8.147,0,379
304,JENIFER,8.133,0,379
305,BENITA,8.091,0,377
306,ANABEL,8.087,0,376
307,AZUCENA,8.084,0,376
308,EDURNE,8.077,0,376
309,ADELAIDA,8.057,0,375
310,MARIA AURORA,7.960,0,371
311,ESTIBALIZ,7.951,0,370
312,ELENA MARIA,7.925,0,369
313,ELIZABETH,7.889,0,367
314,MARIA BLANCA,7.774,0,362
315,MARA,7.757,0,361
316,FILOMENA,7.727,0,360
317,TEODORA,7.718,0,359
318,MARIA PINO,7.694,0,358
319,MONSERRAT,7.646,0,356
320,ANGELA MARIA,7.612,0,354
321,MARIA PALOMA,7.530,0,351
322,ROSA ANA,7.505,0,349
323,ZOE,7.447,0,347
324,MARIONA,7.407,0,345
325,ANNA MARIA,7.392,0,344
326,MARIA AUXILIADORA,7.391,0,344
327,YANIRA,7.380,0,344
328,INMACULADA CONCEPCION,7.332,0,341
329,MARTA MARIA,7.304,0,340
330,MICAELA,7.257,0,338
331,LUISA MARIA,7.249,0,337
332,NAIA,7.240,0,337
333,NAHIA,7.223,0,336
334,FLORA,7.151,0,333
335,MIA,7.146,0,333
336,AINOA,7.131,0,332
337,MARIA VALLE,7.123,0,332
338,MARIA GEMA,7.119,0,331
339,MARCELINA,7.111,0,331
340,ARANTXA,7.064,0,329
341,FUENSANTA,7.050,0,328
342,VISITACION,7.026,0,327
343,JESICA,7.010,0,326
344,YASMINA,7.004,0,326
345,CORAL,6.984,0,325
346,MARIA LUCIA,6.900,0,321
347,MARIA GUADALUPE,6.879,0,320
348,MARIA ESTRELLA,6.871,0,320
349,ONA,6.829,0,318
350,AZAHARA,6.801,0,317
351,MARIA DESAMPARADOS,6.800,0,317
352,DELIA,6.787,0,316
353,FERNANDA,6.746,0,314
354,LAURA MARIA,6.722,0,313
355,MARIA SONIA,6.692,0,312
356,MARIA SOCORRO,6.634,0,309
357,FABIOLA,6.587,0,307
358,REGINA,6.582,0,306
359,MIREYA,6.564,0,306
360,INES MARIA,6.512,0,303
361,NAGORE,6.455,0,300
362,CAYETANA,6.364,0,296
363,VIRTUDES,6.357,0,296
364,MARIA ELISA,6.343,0,295
365,MARIA OLGA,6.336,0,295
366,IDOIA,6.324,0,294
367,AVELINA,6.301,0,293
368,MARIA ANGELS,6.257,0,291
369,LUZ MARIA,6.254,0,291
370,SALVADORA,6.218,0,289
371,IRATXE,6.194,0,288
372,MAIDER,6.184,0,288
373,MARIA CINTA,6.156,0,287
374,SALMA,6.129,0,285
375,MARIA VICENTA,6.120,0,285
376,INGRID,6.105,0,284
377,MARISOL,6.024,0,280
378,MARIA NATIVIDAD,5.962,0,278
379,GENOVEVA,5.955,0,277
380,SEBASTIANA,5.933,0,276
381,PAULINA,5.930,0,276
382,IZASKUN,5.912,0,275
383,DELFINA,5.891,0,274
384,JUNE,5.883,0,274
385,DOLORS,5.868,0,273
386,MAIALEN,5.856,0,273
387,FLORENCIA,5.839,0,272
388,MARIA ANGELA,5.739,0,267
389,MARIA ARACELI,5.721,0,266
390,MARIA BEATRIZ,5.695,0,265
391,ROSANA,5.695,0,265
392,LIA,5.686,0,265
393,ALFONSA,5.679,0,264
394,ANTIA,5.672,0,264
395,UXUE,5.642,0,263
396,MARIA ANGUSTIAS,5.637,0,262
397,PATROCINIO,5.625,0,262
398,ANAIS,5.592,0,260
399,NAROA,5.561,0,259
400,JUSTA,5.540,0,258
401,AUREA,5.537,0,258
402,REYES,5.534,0,258
403,FELIPA,5.530,0,257
404,ANGELICA,5.473,0,255
405,CARMEN ROSA,5.453,0,254
406,SABINA,5.389,0,251
407,DAVINIA,5.371,0,250
408,DEBORA,5.369,0,250
409,ISIDORA,5.318,0,248
410,DESAMPARADOS,5.311,0,247
411,PALMIRA,5.287,0,246
412,GEORGINA,5.272,0,245
413,JESUSA,5.256,0,245
414,GRACIA,5.236,0,244
415,ANGELINA,5.228,0,243
416,OBDULIA,5.212,0,243
417,LORENZA,5.168,0,241
418,MARIA PIEDAD,5.118,0,238
419,SONIA MARIA,5.102,0,238
420,MARIA NURIA,5.042,0,235
421,TERESA JESUS,5.037,0,234
422,MARIA JUANA,5.035,0,234
423,GALA,5.000,0,233
424,JOSEFA MARIA,4.991,0,232
425,MARIA AZUCENA,4.960,0,231
426,SARAI,4.949,0,230
427,IRINA,4.935,0,230
428,BRIGIDA,4.924,0,229
429,OLGA MARIA,4.922,0,229
430,EVANGELINA,4.869,0,227
431,EIDER,4.841,0,225
432,UXIA,4.832,0,225
433,MARIA FATIMA,4.782,0,223
434,JACINTA,4.770,0,222
435,BIENVENIDA,4.769,0,222
436,DIONISIA,4.753,0,221
437,ANGUSTIAS,4.708,0,219
438,MARIA RAQUEL,4.704,0,219
439,SAMARA,4.659,0,217
440,MINERVA,4.645,0,216
441,MYRIAM,4.616,0,215
442,ERICA,4.612,0,215
443,MODESTA,4.612,0,215
444,MARIA ALEJANDRA,4.606,0,214
445,URSULA,4.603,0,214
446,MARIAM,4.574,0,213
447,RUFINA,4.517,0,210
448,MARIA CONSOLACION,4.508,0,210
449,GERTRUDIS,4.500,0,209
450,COVADONGA,4.499,0,209
451,CLOTILDE,4.473,0,208
452,MARIA ELVIRA,4.468,0,208
453,SOCORRO,4.446,0,207
454,MIREN,4.412,0,205
455,MARIA EVA,4.408,0,205
456,GLORIA MARIA,4.391,0,204
457,OLATZ,4.380,0,204
458,MARIA ALMUDENA,4.376,0,204
459,OTILIA,4.348,0,202
460,MARIA PRADO,4.343,0,202
461,MAITANE,4.320,0,201
462,CRISTINA MARIA,4.293,0,200
463,BALBINA,4.286,0,200
464,EMILIANA,4.268,0,199
465,MARIA SALUD,4.254,0,198
466,DOMINGA,4.252,0,198
467,SILVIA MARIA,4.249,0,198
468,GEMA MARIA,4.234,0,197
469,HAIZEA,4.233,0,197
470,NAYRA,4.231,0,197
471,MELANIA,4.229,0,197
472,CINTIA,4.190,0,195
473,MARIA MERCE,4.188,0,195
474,MARIA ALICIA,4.176,0,194
475,RUT,4.120,0,192
476,JULIA MARIA,4.099,0,191
477,VICTORIA EUGENIA,4.064,0,189
478,XENIA,4.051,0,189
479,ICIAR,4.034,0,188
480,SAIOA,4.030,0,188
481,MARIA FE,4.020,0,187
482,YASMIN,4.015,0,187
483,AYA,3.999,0,186
484,ELISA ISABEL,3.984,0,185
485,SANDRA MARIA,3.971,0,185
486,MARIBEL,3.964,0,185
487,MARIA CELIA,3.951,0,184
488,FRANCISCA MARIA,3.946,0,184
489,ILUMINADA,3.945,0,184
490,ANA CARMEN,3.928,0,183
491,PAULA MARIA,3.917,0,182
492,LORETO,3.893,0,181
493,SARA MARIA,3.887,0,181
494,FELICIANA,3.886,0,181
495,MARIA LAURA,3.886,0,181
496,NICOLE,3.884,0,181
497,CAMILA,3.876,0,180
498,SAMIRA,3.835,0,179
499,THAIS,3.831,0,178
500,CLARA ISABEL,3.827,0,178
501,SALUD,3.812,0,177
502,OIHANE,3.805,0,177
503,FELICITAS,3.775,0,176
504,GUILLERMINA,3.774,0,176
505,CLOE,3.759,0,175
506,MARIA MARGARITA,3.751,0,175
507,IGNACIA,3.742,0,174
508,EUSEBIA,3.739,0,174
509,JULIETA,3.736,0,174
510,IVET,3.732,0,174
511,IZARO,3.711,0,173
512,ENGRACIA,3.689,0,172
513,ARLET,3.688,0,172
514,PRESENTACION,3.683,0,171
515,OLIVA,3.679,0,171
516,INOCENCIA,3.666,0,171
517,ZAIDA,3.661,0,170
518,VICTORINA,3.660,0,170
519,LINA,3.655,0,170
520,SABELA,3.624,0,169
521,MARIA SANDRA,3.596,0,167
522,IRUNE,3.594,0,167
523,MARIA EMILIA,3.592,0,167
524,ADA,3.586,0,167
525,MARIA FELISA,3.580,0,167
526,SACRAMENTO,3.570,0,166
527,NICOLASA,3.554,0,165
528,LUZ MARINA,3.540,0,165
529,PAZ,3.538,0,165
530,PASTORA,3.532,0,164
531,MARIA VANESA,3.515,0,164
532,SIRA,3.473,0,162
533,ARIANA,3.469,0,161
534,FAUSTINA,3.459,0,161
535,LUZ,3.437,0,160
536,DESIRE,3.422,0,159
537,ANASTASIA,3.419,0,159
538,SERAFINA,3.406,0,159
539,JANIRE,3.394,0,158
540,FERMINA,3.381,0,157
541,FRANCESCA,3.378,0,157
542,BIBIANA,3.376,0,157
543,MARIA ADELA,3.375,0,157
544,MARIA EULALIA,3.368,0,157
545,MARCELA,3.362,0,157
546,MARIA SUSANA,3.355,0,156
547,CELESTINA,3.354,0,156
548,SATURNINA,3.348,0,156
549,MARAVILLAS,3.343,0,156
550,OLAYA,3.340,0,155
551,CLARA MARIA,3.321,0,155
552,SALOME,3.303,0,154
553,HENAR,3.269,0,152
554,NAIRA,3.261,0,152
555,ISABELLA,3.253,0,151
556,CONCEPCIO,3.235,0,151
557,ELISENDA,3.218,0,150
558,EVELYN,3.214,0,150
559,AITZIBER,3.208,0,149
560,MARIA ESTER,3.182,0,148
561,GARAZI,3.157,0,147
562,CASILDA,3.143,0,146
563,JARA,3.138,0,146
564,GRACIELA,3.133,0,146
565,KHADIJA,3.131,0,146
566,LILIANA,3.115,0,145
567,DAMARIS,3.110,0,145
568,YESICA,3.100,0,144
569,PASCUALA,3.097,0,144
570,NEKANE,3.092,0,144
571,BASILISA,3.084,0,144
572,YURENA,3.063,0,143
573,OLALLA,3.055,0,142
574,JONE,3.021,0,141
575,CYNTHIA,3.020,0,141
576,JERONIMA,3.017,0,140
577,NAIMA,2.999,0,140
578,MARIA LORENA,2.998,0,140
579,BENEDICTA,2.994,0,139
580,MADDI,2.993,0,139
581,MARIA CAMINO,2.984,0,139
582,DUNIA,2.968,0,138
583,BLANCA MARIA,2.966,0,138
584,ROSA ISABEL,2.962,0,138
585,MARIA AMOR,2.960,0,138
586,TERESA MARIA,2.902,0,135
587,BRUNA,2.900,0,135
588,MARIA GEMMA,2.900,0,135
589,CELSA,2.894,0,135
590,DANIELLA,2.894,0,135
591,ENARA,2.881,0,134
592,SABRINA,2.861,0,133
593,MARIA OLIVA,2.858,0,133
594,ARANCHA,2.847,0,133
595,MARIA CLARA,2.838,0,132
596,SARAH,2.838,0,132
597,MARIA VIRGINIA,2.831,0,132
598,SUSANA MARIA,2.831,0,132
599,SONSOLES,2.825,0,132
600,CLEMENTINA,2.823,0,131
601,ALICIA MARIA,2.798,0,130
602,DULCE MARIA,2.796,0,130
603,MARIA ESTELA,2.790,0,130
604,BELINDA,2.785,0,130
605,ABIGAIL,2.783,0,130
606,MARIA CECILIA,2.782,0,130
607,CARMELA,2.778,0,129
608,ANA TERESA,2.769,0,129
609,ENCARNACIO,2.758,0,128
610,OFELIA,2.757,0,128
611,OLAIA,2.755,0,128
612,IRAIA,2.753,0,128
613,MELISA,2.742,0,128
614,ANUNCIACION,2.722,0,127
615,ELISA MARIA,2.722,0,127
616,CARMEN DOLORES,2.710,0,126
617,MARIA LORETO,2.710,0,126
618,NELIDA,2.704,0,126
619,ARANTZA,2.702,0,126
620,MARIA VIRTUDES,2.693,0,125
621,LAILA,2.692,0,125
622,ESTHER MARIA,2.687,0,125
623,MARIA AGUSTINA,2.677,0,125
624,MARIA VISITACION,2.675,0,125
625,ALAZNE,2.668,0,124
626,MALENA,2.663,0,124
627,VICTORIANA,2.663,0,124
628,ELOINA,2.660,0,124
629,MARIA LLANOS,2.657,0,124
630,MARIA ADORACION,2.648,0,123
631,ARANTZAZU,2.637,0,123
632,MENCIA,2.632,0,123
633,RAQUEL MARIA,2.628,0,122
634,AMINA,2.627,0,122
635,BERNARDA,2.625,0,122
636,MARIA CATALINA,2.618,0,122
637,MARIA O,2.618,0,122
638,KAREN,2.615,0,122
639,MARIA LEONOR,2.614,0,122
640,QUERALT,2.607,0,121
641,CARMEN DELIA,2.577,0,120
642,FLORINDA,2.575,0,120
643,MARIA SALOME,2.561,0,119
644,MARIA AMELIA,2.541,0,118
645,NAOMI,2.538,0,118
646,ANA PILAR,2.534,0,118
647,MALAK,2.533,0,118
648,MELANIE,2.519,0,117
649,YESSICA,2.517,0,117
650,MARIA SIERRA,2.504,0,117
651,ISOLINA,2.502,0,116
652,RITA MARIA,2.501,0,116
653,IDAIRA,2.500,0,116
654,MAIA,2.500,0,116
655,LUCRECIA,2.499,0,116
656,MIRANDA,2.499,0,116
657,MARIA COVADONGA,2.494,0,116
658,MARIA FLOR,2.490,0,116
659,MARIA FUENSANTA,2.488,0,116
660,AICHA,2.487,0,116
661,MARIA IRENE,2.465,0,115
662,BRENDA,2.464,0,115
663,PRIMITIVA,2.444,0,114
664,CRISTOBALINA,2.442,0,114
665,JACQUELINE,2.431,0,113
666,MARIA MONSERRAT,2.430,0,113
667,YLENIA,2.420,0,113
668,MARIA SANTOS,2.402,0,112
669,FIDELA,2.393,0,111
670,DINA,2.380,0,111
671,DOLORES MARIA,2.380,0,111
672,SELENE,2.379,0,111
673,ANA VICTORIA,2.378,0,111
674,ROSARIO MARIA,2.365,0,110
675,MARIA ALBA,2.363,0,110
676,LUCIANA,2.361,0,110
677,PATRICIA MARIA,2.351,0,109
678,ANNE,2.349,0,109
679,MAXIMA,2.344,0,109
680,LOREA,2.343,0,109
681,ZURIÑE,2.342,0,109
682,CATERINA,2.333,0,109
683,MAXIMINA,2.325,0,108
684,EDELMIRA,2.320,0,108
685,LIBERTAD,2.319,0,108
686,ANA LUISA,2.317,0,108
687,MARIA VANESSA,2.317,0,108
688,GRETA,2.308,0,107
689,MARIA ANGELICA,2.301,0,107
690,ELADIA,2.290,0,107
691,LEILA,2.271,0,106
692,MILAGROSA,2.268,0,106
693,LUISA FERNANDA,2.265,0,105
694,MARIA HENAR,2.255,0,105
695,PAMELA,2.243,0,104
696,ANGELITA,2.233,0,104
697,BASILIA,2.231,0,104
698,MARIA CARIDAD,2.229,0,104
699,MARIA ANA,2.228,0,104
700,ITXASO,2.219,0,103
701,APOLONIA,2.217,0,103
702,ISIDRA,2.214,0,103
703,MAYA,2.204,0,103
704,MARIA GABRIELA,2.203,0,103
705,MARIA LLUISA,2.202,0,103
706,LUZ DIVINA,2.193,0,102
707,MARIA MATILDE,2.187,0,102
708,DAFNE,2.184,0,102
709,MARIA RITA,2.184,0,102
710,CARMEN PILAR,2.174,0,101
711,MIGUELA,2.174,0,101
712,INDIA,2.164,0,101
713,PRISCILA,2.164,0,101
714,JUSTINA,2.159,0,101
715,AMIRA,2.156,0,100
716,MARIA NEUS,2.148,0,100
717,BERNARDINA,2.143,0,100
718,NURIA MARIA,2.142,0,100
719,ANA LUCIA,2.139,0,100
720,SELENA,2.138,0,100
721,MELISSA,2.134,0,099
722,LIDIA MARIA,2.118,0,099
723,INDIRA,2.112,0,098
724,MICHELLE,2.112,0,098
725,BIANCA,2.111,0,098
726,ANGELS,2.097,0,098
727,IMMACULADA,2.083,0,097
728,PRUDENCIA,2.080,0,097
729,MARIA PAULA,2.078,0,097
730,DOROTEA,2.076,0,097
731,MARIA CELESTE,2.067,0,096
732,MARIAN,2.060,0,096
733,OIHANA,2.056,0,096
734,MARIA SONSOLES,2.053,0,096
735,LUCILA,2.052,0,096
736,LUCIA MARIA,2.051,0,095
737,DIANA MARIA,2.050,0,095
738,MARIA NOELIA,2.036,0,095
739,ARGENTINA,2.035,0,095
740,IMAN,2.035,0,095
741,MARIA SORAYA,2.035,0,095
742,MARGALIDA,2.032,0,095
743,MARIOLA,2.026,0,094
744,OLIMPIA,2.026,0,094
745,ANA VANESA,2.007,0,093
746,MALIKA,2.007,0,093
747,AMADA,2.004,0,093
748,BLANCA NIEVES,2.004,0,093
749,KATIA,2.003,0,093
750,MALEN,1.985,0,092
751,MIRELLA,1.973,0,092
752,EDUARDA,1.972,0,092
753,JAIONE,1.972,0,092
754,NARCISA,1.971,0,092
755,MARWA,1.970,0,092
756,MARIA CANDELAS,1.964,0,091
757,CATALINA MARIA,1.963,0,091
758,MARIA AFRICA,1.957,0,091
759,EMERITA,1.946,0,091
760,CELESTE,1.940,0,090
761,TEOFILA,1.940,0,090
762,DORINDA,1.934,0,090
763,MIRYAM,1.934,0,090
764,ALDARA,1.932,0,090
765,LUA,1.932,0,090
766,SEGUNDA,1.926,0,090
767,MARIA JOAQUINA,1.925,0,090
768,ZORAIDA,1.922,0,089
769,MARISA,1.916,0,089
770,GEMMA MARIA,1.914,0,089
771,RESURRECCION,1.905,0,089
772,MARIELA,1.904,0,089
773,MARGARIDA,1.903,0,089
774,CELIA MARIA,1.894,0,088
775,YARA,1.893,0,088
776,ENCARNACION MARIA,1.888,0,088
777,THALIA,1.888,0,088
778,MARIA ENGRACIA,1.880,0,088
779,SAMANTHA,1.875,0,087
780,MARIA VERONICA,1.862,0,087
781,DAMIANA,1.855,0,086
782,ANA BEATRIZ,1.854,0,086
783,BENIGNA,1.854,0,086
784,MARIA ESMERALDA,1.844,0,086
785,ROSAURA,1.841,0,086
786,ANA DOLORES,1.826,0,085
787,BLANCA ESTHER,1.817,0,085
788,ALAITZ,1.816,0,085
789,SANTIAGA,1.814,0,084
790,IRENE MARIA,1.805,0,084
791,LUZDIVINA,1.805,0,084
792,ISAURA,1.796,0,084
793,AISHA,1.795,0,084
794,MARIA CORO,1.793,0,083
795,ESPERANZA MACARENA,1.784,0,083
796,ENERITZ,1.782,0,083
797,AINTZANE,1.772,0,082
798,CINTA,1.771,0,082
799,MAYRA,1.768,0,082
800,DALIA,1.767,0,082
801,SAIDA,1.766,0,082
802,MARIA CAROLINA,1.756,0,082
